plant	web	Latitude	lat.x	lat.sc	symmetry	PC1	PC2	PC3	PC4	pc1.sc	pc2.sc	pc3.sc	pc4.sc	n.poll	n.shared	rel.mn.n.shared
Chuquiraga oppositifolia	M_PL_001	-33.283334	5.76917099763909	0.356092789864309	Actinomorphic	-31.3319798278361	16.9307748974794	-22.5185693541445	-1.23292525621578	-1.00462833376234	0.724851175881014	-1.63655078092917	-0.124448208484828	7	7	0.108433734939759
Scypanthus elegans	M_PL_001	-33.283334	5.76917099763909	0.356092789864309	Actinomorphic	-4.14098064052676	1.72317786567285	2.48440480008887	5.15441296421655	-0.132776367912076	0.073773794155816	0.180555636185711	0.520272786978627	7	6	0.089500860585198
Senecio francisci	M_PL_001	-33.283334	5.76917099763909	0.356092789864309	Actinomorphic	-33.5927351895814	18.2095794647601	-25.8786235005875	-1.70625536669384	-1.07711717438443	0.779600175848725	-1.88074476816013	-0.172224895655401	7	6	0.0654044750430293
Verbena scoparia	M_PL_001	-33.283334	5.76917099763909	0.356092789864309	Actinomorphic	-30.4703609448476	14.8275483456405	25.8623757001084	-3.77975616890531	-0.977001393252636	0.634806494023507	1.87956394933704	-0.381518572483049	7	6	0.0912220309810672
Adesmia aconcaguensis	M_PL_001	-33.283334	5.76917099763909	0.356092789864309	Zygomorphic	8.57582099402813	-38.2039820449326	-2.29621343397506	-23.4002100812036	0.2749750511527	-1.63561334175728	-0.166878713716344	-2.36195520214466	6	5	0.130522088353414
Berberis empetrifolia	M_PL_001	-33.283334	5.76917099763909	0.356092789864309	Actinomorphic	41.7881388795744	11.3040008515375	0.563668188306026	25.8152903469385	1.33989452834764	0.483954122537935	0.0409649298429954	2.60572700493849	6	6	0.120481927710843
Calandrinia uspallatensis	M_PL_001	-33.283334	5.76917099763909	0.356092789864309	Actinomorphic	1.83913906330855	-4.65221311162614	2.63016874611776	14.4393429625166	0.0589701392277613	-0.199173526600564	0.191149119988046	1.45746901876159	6	6	0.164658634538153
Cerastium arvense	M_PL_001	-33.283334	5.76917099763909	0.356092789864309	Actinomorphic	1.47220427499053	-4.80609980463368	2.71894569528573	15.0819854175728	0.0472047453071426	-0.205761822237025	0.197601038988958	1.52233564536758	6	4	0.118473895582329
Haplopappus sericeus	M_PL_001	-33.283334	5.76917099763909	0.356092789864309	Actinomorphic	-33.6663008166467	18.251368519996	-25.9889559663101	-1.72176208608517	-1.07947598202272	0.781389275639498	-1.88876324749159	-0.173790102822664	6	6	0.140562248995984
Hypochoeris sp1 M_PL_001	M_PL_001	-33.283334	5.76917099763909	0.356092789864309	Actinomorphic	NA	NA	NA	NA	NA	NA	NA	NA	6	5	0.108433734939759
Mustisia sinuata	M_PL_001	-33.283334	5.76917099763909	0.356092789864309	Actinomorphic	-32.3848950222706	17.524551018657	-24.0727313276687	-1.45223396447458	-1.03838899756942	0.750272299382557	-1.74950045155259	-0.14658464839498	6	5	0.144578313253012
Adesmia brachy	M_PL_001	-33.283334	5.76917099763909	0.356092789864309	Zygomorphic	8.57582099402813	-38.2039820449326	-2.29621343397506	-23.4002100812036	0.2749750511527	-1.63561334175728	-0.166878713716344	-2.36195520214466	5	5	0.156626506024096
Alstroemeria pallida	M_PL_001	-33.283334	5.76917099763909	0.356092789864309	Actinomorphic	67.5016376054516	31.9809252944614	-0.629152161749762	-5.31777525981184	2.1643719320139	1.36918785146121	-0.0457240176070663	-0.536762144235531	5	5	0.0771084337349398
Astragalus sp1 M_PL_001	M_PL_001	-33.283334	5.76917099763909	0.356092789864309	Zygomorphic	8.38712003291249	-39.3920484016223	-2.42422199649519	-25.305645228729	0.268924545146165	-1.68647759935245	-0.176181814178159	-2.55428477711125	5	5	0.0963855421686746
Euphorbia portulacoides	M_PL_001	-33.283334	5.76917099763909	0.356092789864309	Actinomorphic	8.62518114270262	-31.6471608315989	-1.26252683505391	-2.2835327748794	0.27655773453848	-1.35489851356391	-0.0917549088202279	-0.230493747627791	5	3	0.134939759036145
Madia sativa	M_PL_001	-33.283334	5.76917099763909	0.356092789864309	Actinomorphic	-33.5901000460956	18.208073628666	-25.8745921716721	-1.70569037836355	-1.07703268116619	0.77953570702966	-1.88045178886909	-0.172167867230389	5	2	0.0337349397590362
Nassauvia heterophylla	M_PL_001	-33.283334	5.76917099763909	0.356092789864309	Actinomorphic	-32.3865759035012	17.5254479627706	-24.0750894714326	-1.45257753597243	-1.03844289333085	0.750310699928272	-1.74967183109086	-0.146619327591613	5	3	0.0313253012048192
Perezia carthamoides	M_PL_001	-33.283334	5.76917099763909	0.356092789864309	Actinomorphic	-32.3852316099327	17.5247012432143	-24.0731713193272	-1.45230445539692	-1.03839978991335	0.750278730892495	-1.7495324282151	-0.146591763561901	5	5	0.0963855421686746
