web,plant,symmetry,n.poll,n.shared,mn.n.shared,md.n.shared
M_PL_056,Viburnum furcatum,actinomorphic,9,6,0.288888888888889,0
M_PL_056,Iris sanguinea,actinomorphic,9,8,1.2,1
M_PL_056,Lonicera alpigena,zygomorphic,38,15,1.17777777777778,1
M_PL_056,Angelica pubescens,actinomorphic,31,24,0.933333333333333,0
M_PL_056,Cimicifuga simplex,actinomorphic,31,23,1.96666666666667,1
M_PL_056,Prunus nipponica,actinomorphic,13,12,0.911111111111111,1
M_PL_056,Elaeagnus montana,actinomorphic,11,8,0.833333333333333,0
M_PL_056,Hosta sieboldiana,actinomorphic,4,4,0.433333333333333,0
M_PL_056,Fragaria nipponica,actinomorphic,18,10,0.877777777777778,1
M_PL_056,Ranunculus japonicus,actinomorphic,17,16,1.16666666666667,1
M_PL_056,Oxalis acetosella,actinomorphic,5,4,0.277777777777778,0
M_PL_056,Trollius hondoensis,actinomorphic,13,12,1.31111111111111,1
M_PL_056,Libanotis coreana,actinomorphic,10,9,0.788888888888889,0
M_PL_056,Solidago virgaurea asiatica,actinomorphic,13,9,0.933333333333333,0
M_PL_056,Veratrum album oxysepalum,actinomorphic,16,12,0.722222222222222,0
M_PL_056,Angelica polymorpha,actinomorphic,18,12,0.777777777777778,0
M_PL_056,Ligularia dentata,actinomorphic,11,9,0.855555555555556,0
M_PL_056,Rubus pungens,actinomorphic,7,6,0.688888888888889,0
M_PL_056,Anaphalis margaritacea,actinomorphic,14,10,0.966666666666667,1
M_PL_056,Hydrangea paniculata,actinomorphic,14,9,0.333333333333333,0
M_PL_056,Potentilla freyniana,actinomorphic,14,8,0.388888888888889,0
M_PL_056,Pyrola alpina,actinomorphic,10,6,0.488888888888889,0
M_PL_056,Weigela decora,actinomorphic,8,6,0.488888888888889,0
M_PL_056,Philadelphus satsumi,actinomorphic,7,7,0.788888888888889,1
M_PL_056,Taraxacum hondoense,actinomorphic,9,7,0.588888888888889,0
M_PL_056,Eupatorium chinense sachalinense,actinomorphic,11,7,0.555555555555556,0
M_PL_056,Lychnis gracillima,actinomorphic,6,5,0.388888888888889,0
M_PL_056,Acer shirasawanum,actinomorphic,13,7,0.4,0
M_PL_056,Cacalia adenostyloides,actinomorphic,8,7,1.1,1
M_PL_056,Chamaenerion angustifolium,actinomorphic,7,7,0.9,0
M_PL_056,Patrinia villosa,actinomorphic,12,9,0.433333333333333,0
M_PL_056,Cynanchum ascyrifolium,actinomorphic,10,8,0.444444444444444,0
M_PL_056,Senecio cannabifolius,actinomorphic,11,8,0.8,0
M_PL_056,Acer ukurunduense,actinomorphic,5,3,0.0555555555555556,0
M_PL_056,Aconitum japonicum montanum,actinomorphic,3,3,0.344444444444444,0
M_PL_056,Euonymus sieboldianus,actinomorphic,8,4,0.133333333333333,0
M_PL_056,Malus sieboldii,actinomorphic,11,8,0.522222222222222,0
M_PL_056,Prunus maximowiczii,actinomorphic,4,4,0.155555555555556,0
M_PL_056,Aconitum senanense,actinomorphic,1,1,0.133333333333333,0
M_PL_056,Enkianthus campanulatus,actinomorphic,8,7,0.966666666666667,1
M_PL_056,Polygonatum lasianthum,actinomorphic,7,7,0.788888888888889,0
M_PL_056,Sorbus commixta,actinomorphic,6,4,0.255555555555556,0
M_PL_056,Aquilegia buergeriana,actinomorphic,5,5,0.477777777777778,0
M_PL_056,Aster ageratoides ovatus,actinomorphic,3,3,0.4,0
M_PL_056,Polemonium caeruleum yezoense,actinomorphic,10,8,0.811111111111111,1
M_PL_056,Sedum aizoon,actinomorphic,8,4,0.0888888888888889,0
M_PL_056,Viburnum opulus,actinomorphic,7,5,0.166666666666667,0
M_PL_056,Agrostis clavata,NA,4,4,0.422222222222222,0
M_PL_056,Arabis lyrata kamtschatica,actinomorphic,7,6,0.355555555555556,0
M_PL_056,Euonymus macropterus,actinomorphic,5,3,0.144444444444444,0
M_PL_056,Pedicularis resupinata,zygomorphic,4,3,0.633333333333333,0
M_PL_056,Pyrola incarnata,actinomorphic,7,6,0.844444444444444,1
M_PL_056,Senecio nemorensis,actinomorphic,5,5,0.588888888888889,0
M_PL_056,Rhododendron wadanum,actinomorphic,5,4,0.411111111111111,0
M_PL_056,Synurus pungens,actinomorphic,4,4,0.4,0
M_PL_056,Aster ageratoides amplexifolius,actinomorphic,5,5,0.3,0
M_PL_056,Aster glehni,actinomorphic,5,5,0.422222222222222,0
M_PL_056,Dianthus superbus longicalycinus,actinomorphic,3,3,0.466666666666667,0
M_PL_056,Acer japonicum,actinomorphic,3,1,0.0111111111111111,0
M_PL_056,Cacalia hastata farfaraefolia,actinomorphic,2,2,0.422222222222222,0
M_PL_056,Cypripedium guttatum,zygomorphic,4,3,0.277777777777778,0
M_PL_056,Ixeris dentata,actinomorphic,4,4,0.366666666666667,0
M_PL_056,Campanula punctata,actinomorphic,2,2,0.366666666666667,0
M_PL_056,Clinopodium chinense grandiflorum,zygomorphic,3,2,0.344444444444444,0
M_PL_056,Meehania urticifolia,zygomorphic,2,2,0.322222222222222,0
M_PL_056,Picris hieracioides japonica,actinomorphic,1,1,0.155555555555556,0
M_PL_056,Adenophora triphylla,actinomorphic,2,1,0.0222222222222222,0
M_PL_056,Patrinia triloba palmata,actinomorphic,2,2,0.244444444444444,0
M_PL_056,Poa pratensis,NA,2,2,0.222222222222222,0
M_PL_056,Ribes maximowiczianum,actinomorphic,2,2,0.133333333333333,0
M_PL_056,Rubus idaeus f marmoratus,actinomorphic,1,1,0.233333333333333,0
M_PL_056,Thalictrum filamentosum tenerum,actinomorphic,2,2,0.122222222222222,0
M_PL_056,Veratrum maackii,actinomorphic,2,1,0.0111111111111111,0
M_PL_056,Viola grypoceras,zygomorphic,1,1,0.0111111111111111,0
M_PL_056,Achillea alpina,actinomorphic,1,1,0.177777777777778,0
M_PL_056,Arabis hirsuta,actinomorphic,1,1,0.0222222222222222,0
M_PL_056,Euphrasia maximowiczii,zygomorphic,1,1,0.177777777777778,0
M_PL_056,Gymnadenia conopsea,zygomorphic,1,1,0.0444444444444444,0
M_PL_056,Menziesia pentandra,actinomorphic,1,1,0.233333333333333,0
M_PL_056,Polygonatum macranthum,actinomorphic,1,1,0.144444444444444,0
M_PL_056,Pseudostellaria heterantha,actinomorphic,1,1,0.155555555555556,0
M_PL_056,Rhododendron degronianum,actinomorphic,1,1,0.0333333333333333,0
M_PL_057,Deutzia crenata,actinomorphic,103,59,4.35398230088496,2
M_PL_057,Angelica pubescens,actinomorphic,119,68,3.92035398230089,2
M_PL_057,Persicaria thunbergii,actinomorphic,108,71,4.53097345132743,2
M_PL_057,Rubus crataegifolius,actinomorphic,86,48,3.07079646017699,2
M_PL_057,Stenactis annuus,actinomorphic,67,44,3.20353982300885,2
M_PL_057,Viburnum plicatum,actinomorphic,74,50,3,1
M_PL_057,Reynoutria japonica,actinomorphic,79,51,3.70796460176991,2
M_PL_057,Kerria japonica,actinomorphic,51,27,1.97345132743363,1
M_PL_057,Rubus palmatus,actinomorphic,50,37,2.9646017699115,2
M_PL_057,Hydrangea macrophylla,actinomorphic,35,29,2.13274336283186,1
M_PL_057,Kalimeris yomena,actinomorphic,46,38,2.86725663716814,1
M_PL_057,Aralia cordata,actinomorphic,69,51,2.95575221238938,1
M_PL_057,Leucosceptrum stellipilum,zygomorphic,32,24,1.93805309734513,1
M_PL_057,Corydalis incisa,zygomorphic,53,25,2.06194690265487,1
M_PL_057,Angelica polymorpha,actinomorphic,57,38,2.55752212389381,1
M_PL_057,Weigela hortensis,actinomorphic,41,30,2.89380530973451,2
M_PL_057,Hydrangea paniculata,actinomorphic,34,25,2.56637168141593,1
M_PL_057,Impatiens textori,zygomorphic,2,2,0.575221238938053,0
M_PL_057,Cirsium microspicatum,actinomorphic,12,10,1.26548672566372,1
M_PL_057,Deutzia maximowicziana,actinomorphic,44,37,2.74336283185841,1
M_PL_057,Omphalodes japonica,actinomorphic,23,16,1.15044247787611,1
M_PL_057,Staphylea bumalda,actinomorphic,47,34,2.75221238938053,2
M_PL_057,Lindera obtusiloba,actinomorphic,19,8,0.389380530973451,0
M_PL_057,Macleaya cordata,actinomorphic,17,15,2.33628318584071,1
M_PL_057,Viola verecunda,zygomorphic,27,16,1.10619469026549,0
M_PL_057,Ligularia fischerii,actinomorphic,22,20,2.57522123893805,1
M_PL_057,Symplocos chinensis,actinomorphic,34,28,1.45132743362832,1
M_PL_057,Astilbe thunbergii,actinomorphic,26,18,1.48672566371681,1
M_PL_057,Orixa japonica,actinomorphic,40,14,1.08849557522124,1
M_PL_057,Hydrangea hirta,actinomorphic,26,15,1.41592920353982,1
M_PL_057,Ranunculus silerifolius,actinomorphic,24,20,1.98230088495575,1
M_PL_057,Carex curvicollis,NA,28,6,0.336283185840708,0
M_PL_057,Rorippa indica,actinomorphic,8,7,0.893805309734513,0
M_PL_057,Cardiandra alternifolia,actinomorphic,10,6,0.858407079646018,1
M_PL_057,Meliosma tenuis,actinomorphic,10,8,0.460176991150442,0
M_PL_057,Aralta elata,actinomorphic,17,13,0.84070796460177,0
M_PL_057,Aster ageratoides amplexifolius,actinomorphic,18,16,1.46902654867257,1
M_PL_057,Aster glehni,actinomorphic,18,11,0.946902654867257,0
M_PL_057,Agrimonia pilosa,actinomorphic,12,8,1.26548672566372,1
M_PL_057,Stephanandra incisa,actinomorphic,17,12,0.884955752212389,0
M_PL_057,Duchesnea chrysantha,actinomorphic,12,8,0.938053097345133,0
M_PL_057,Desmodium podocarpum,zygomorphic,15,12,1.3716814159292,1
M_PL_057,Corydalis pallida,zygomorphic,13,9,0.973451327433628,1
M_PL_057,Impatiens noli-tangere,zygomorphic,3,3,0.761061946902655,0
M_PL_057,Rhus javanica,actinomorphic,14,9,0.849557522123894,0
M_PL_057,Geranium nepalense,actinomorphic,8,8,1.27433628318584,1
M_PL_057,Lonicera gracilipes,actinomorphic,8,5,0.36283185840708,0
M_PL_057,Rabdosia trichocarpa,zygomorphic,7,7,0.805309734513274,0
M_PL_057,Viburnum phlebotricum,actinomorphic,11,6,0.451327433628319,0
M_PL_057,Osterium sieboldii,actinomorphic,5,4,0.283185840707965,0
M_PL_057,Lindera umbellata,actinomorphic,7,6,0.707964601769911,0
M_PL_057,Stellaria uchiyamana,actinomorphic,12,9,0.68141592920354,0
M_PL_057,Cardamine tanakae,actinomorphic,9,8,0.707964601769911,0
M_PL_057,Clethra barbinervis,actinomorphic,8,7,0.654867256637168,0
M_PL_057,Callicarpa japonica,zygomorphic,5,4,0.415929203539823,0
M_PL_057,Geum japonicum,actinomorphic,8,8,1.27433628318584,1
M_PL_057,Wisteria floribunda,zygomorphic,11,5,0.601769911504425,0
M_PL_057,Glechoma hederacea,zygomorphic,8,7,0.716814159292035,0
M_PL_057,Stachyurus praecox,actinomorphic,5,4,0.389380530973451,0
M_PL_057,Aster ageratoides,actinomorphic,5,5,0.442477876106195,0
M_PL_057,Euonymus alatus,actinomorphic,10,7,0.539823008849557,0
M_PL_057,Acer carpinifolium,actinomorphic,9,6,0.672566371681416,0
M_PL_057,Ampelopsis brevipedunculata,actinomorphic,3,2,0.0973451327433628,0
M_PL_057,Paederia scandens,actinomorphic,6,5,0.955752212389381,1
M_PL_057,Trifolium repens,zygomorphic,6,6,0.486725663716814,0
M_PL_057,Rabdosia longituba,zygomorphic,4,3,0.601769911504425,0
M_PL_057,Swertia bimaculata,actinomorphic,4,4,0.336283185840708,0
M_PL_057,Vicia venosa,zygomorphic,2,2,0.380530973451327,0
M_PL_057,Cardamine regeliana,actinomorphic,6,6,0.415929203539823,0
M_PL_057,Prunus jamasakura,actinomorphic,3,2,0.15929203539823,0
M_PL_057,Rubus buergeri,actinomorphic,2,2,0.460176991150442,0
M_PL_057,Rhododendron kaempferi,actinomorphic,3,3,0.185840707964602,0
M_PL_057,Sambucus racemosa,actinomorphic,5,1,0.185840707964602,0
M_PL_057,Stellaria alsine,actinomorphic,5,5,0.504424778761062,0
M_PL_057,Achyranthes bidentata,actinomorphic,4,4,0.566371681415929,0
M_PL_057,Euptelea polyandra,actinomorphic,3,2,0.20353982300885,0
M_PL_057,Ixeris dentata,actinomorphic,4,4,0.451327433628319,0
M_PL_057,Paeonia japonica,actinomorphic,2,2,0.0619469026548673,0
M_PL_057,Pollia japonica,actinomorphic,4,4,0.548672566371681,0
M_PL_057,Actinidia arguta,actinomorphic,3,3,0.584070796460177,0
M_PL_057,Albizzia julibrissin,actinomorphic,1,1,0.31858407079646,0
M_PL_057,Chelidonium majus,actinomorphic,2,2,0.47787610619469,0
M_PL_057,Cryptotaenia japonica,actinomorphic,3,2,0.079646017699115,0
M_PL_057,Digitaria ciliaris,NA,1,1,0.221238938053097,0
M_PL_057,Meehania urticifolia,zygomorphic,1,1,0.31858407079646,0
M_PL_057,Persicaria conspicua,actinomorphic,3,3,0.460176991150442,0
M_PL_057,Persicaria yokusaiana,actinomorphic,2,1,0.256637168141593,0
M_PL_057,Swida macrophylla,actinomorphic,3,3,0.15929203539823,0
M_PL_057,Torilis japonica,actinomorphic,3,3,0.433628318584071,0
M_PL_057,Trigonotis brevipes,actinomorphic,3,3,0.221238938053097,0
M_PL_057,Akebia quinata,actinomorphic,2,1,0.0176991150442478,0
M_PL_057,Alangium platanifolium,actinomorphic,2,2,0.274336283185841,0
M_PL_057,Codonopsis lanceolata,actinomorphic,2,2,0.0884955752212389,0
M_PL_057,Dipsacus japonicus,actinomorphic,2,2,0.327433628318584,0
M_PL_057,Patrinia villosa,actinomorphic,2,2,0.150442477876106,0
M_PL_057,Persicaria aestiva,actinomorphic,1,1,0.0265486725663717,0
M_PL_057,Potentilla sundaica,actinomorphic,2,2,0.247787610619469,0
M_PL_057,Youngia denticulata,actinomorphic,2,2,0.345132743362832,0
M_PL_057,Amphicarpaea bracteata,zygomorphic,1,1,0.31858407079646,0
M_PL_057,Aster ageratoides ovatus,actinomorphic,1,1,0.0265486725663717,0
M_PL_057,Aster subulatus,actinomorphic,1,1,0.00884955752212389,0
M_PL_057,Bistorta tenuicaulis,actinomorphic,1,1,0.221238938053097,0
M_PL_057,Calamagrostis arundinacea,NA,1,1,0.221238938053097,0
M_PL_057,Clematis apiifolia,actinomorphic,1,1,0.256637168141593,0
M_PL_057,Eriobotrya japonica,actinomorphic,1,1,0.115044247787611,0
M_PL_057,Eupatorium chinense,actinomorphic,1,1,0.0530973451327434,0
M_PL_057,Houttuynia cordata,actinomorphic,1,1,0.256637168141593,0
M_PL_057,Hypericum pseudopetiolatum,actinomorphic,1,1,0.00884955752212389,0
M_PL_057,Kalimeris pinnatifida,actinomorphic,1,1,0.0353982300884956,0
M_PL_057,Ligustrum obtusifolium,actinomorphic,1,1,0.150442477876106,0
M_PL_057,Persicaria pubescens,actinomorphic,1,1,0.256637168141593,0
M_PL_057,Plantago asiatica,zygomorphic,1,1,0.150442477876106,0
M_PL_057,Senecio nikoensis,actinomorphic,1,1,0.106194690265487,0
M_PL_057,Valeriana flaccidissima,actinomorphic,1,1,0.221238938053097,0
M_PL_058,Daucus carota carota,actinomorphic,22,17,4.25806451612903,4
M_PL_058,Sonchus tenerrinus,actinomorphic,28,25,5.32258064516129,5
M_PL_058,Carpobrotus sp1 M_PL_058,actinomorphic,23,20,4.90322580645161,4
M_PL_058,Opuntia stricta,actinomorphic,17,16,4.29032258064516,5
M_PL_058,Cistus monspeliensis,actinomorphic,21,20,4.67741935483871,4
M_PL_058,Lavandula stoechas,zygomorphic,19,16,3.19354838709677,3
M_PL_058,Cistus salvifolius,actinomorphic,18,18,4.16129032258065,3
M_PL_058,Cistus albidus,actinomorphic,15,14,3.67741935483871,3
M_PL_058,Urospermum picrioides,actinomorphic,15,14,3.87096774193548,3
M_PL_058,Rosmarinus officinalis,zygomorphic,12,12,2.80645161290323,2
M_PL_058,Aetheorrina bulbosa,actinomorphic,11,11,3.29032258064516,3
M_PL_058,Galactites tomentosa,actinomorphic,13,10,3.06451612903226,3
M_PL_058,Eryngium campestre,actinomorphic,9,7,2.29032258064516,2
M_PL_058,Convolvulus althaeoides,actinomorphic,11,11,3.32258064516129,3
M_PL_058,Scabiosa stellata,actinomorphic,13,9,2.06451612903226,2
M_PL_058,Sedum sediforme,actinomorphic,15,15,3.54838709677419,4
M_PL_058,Thymelaea hirusta,actinomorphic,13,11,2.67741935483871,2
M_PL_058,Ruta chalepensis,actinomorphic,9,7,2,2
M_PL_058,Helichrysum stoechas,actinomorphic,4,4,1.38709677419355,1
M_PL_058,Psoralea bituminosa,zygomorphic,8,7,1.90322580645161,2
M_PL_058,Dorychnium pentaphylum,zygomorphic,2,2,0.258064516129032,0
M_PL_058,Alyssum maritimum,actinomorphic,5,5,2.2258064516129,2
M_PL_058,Helianthemum guttatum,actinomorphic,4,4,1.51612903225806,2
M_PL_058,Lathyrus clymenum,zygomorphic,1,1,0.290322580645161,0
M_PL_058,Equium sabulicola,actinomorphic,2,2,0.451612903225806,0
M_PL_058,Euphorbia segatalis,actinomorphic,3,3,0.32258064516129,0
M_PL_058,Allium ampeloprasum,actinomorphic,1,0,0,0
M_PL_058,Brassica fruticulosa,actinomorphic,1,1,0.161290322580645,0
M_PL_058,Dianthus caryophillus,actinomorphic,1,1,0.451612903225806,0
M_PL_058,Hypericum perfolatum,actinomorphic,1,1,0.161290322580645,0
M_PL_058,Linum sp1 M_PL_058,actinomorphic,1,1,0.129032258064516,0
M_PL_058,Vicea lutea,zygomorphic,1,1,0.67741935483871,1
M_PL_059,Diplopterys pubipetala,actinomorphic,9,8,4.75,4
M_PL_059,Byrsonima gardnerana,actinomorphic,6,6,4.25,4
M_PL_059,Banisteriopsis muricata,actinomorphic,12,9,4.83333333333333,4
M_PL_059,Heteropterys sp1 M_PL_059,actinomorphic,8,8,4.58333333333333,4
M_PL_059,Heteropterys sp2 M_PL_059,actinomorphic,7,7,4.25,4
M_PL_059,Dicella bracteosa,actinomorphic,5,5,4,4
M_PL_059,Carolus chasei,actinomorphic,4,4,3.5,4
M_PL_059,Stigmaphyllon paralias,actinomorphic,2,2,2,2
M_PL_059,Banisteriopsis stellaris,actinomorphic,4,4,3.5,4
M_PL_059,Banisteriopsis schizoptera,actinomorphic,4,4,3.5,4
M_PL_059,Stigmaphyllon auriculatum,actinomorphic,4,4,3.25,3
M_PL_059,Stigmaphyllon ciliatum,actinomorphic,3,3,2.5,2.5
M_PL_059,Janusia anisandra,actinomorphic,3,3,2.75,3
M_PL_060_01,Sideroxylon cinereum,actinomorphic,11,8,3.9,4.5
M_PL_060_01,Geniostoma borbonicum,actinomorphic,14,10,3.4,3.5
M_PL_060_01,Croton fothergillifolius,actinomorphic,12,7,3.5,4
M_PL_060_01,Aphloia theiformis,actinomorphic,14,12,4.7,5
M_PL_060_01,Psiadia terebinthina,actinomorphic,11,10,3.8,5
M_PL_060_01,Erythroxylum macrocarpum,actinomorphic,9,9,3.4,4
M_PL_060_01,Toddalia asiatica,actinomorphic,10,8,3.1,3.5
M_PL_060_01,Molinaea alternifolia,actinomorphic,5,3,1.3,1
M_PL_060_01,Claoxylon linostachys,actinomorphic,6,5,2.3,2.5
M_PL_060_01,Antirhea borbonica,actinomorphic,2,2,1.2,1
M_PL_060_01,Roussea simplex,actinomorphic,1,1,0.2,0
M_PL_060_02,Toddalia asiatica,actinomorphic,15,13,4.45454545454545,4
M_PL_060_02,Aphloia theiformis,actinomorphic,20,16,5.18181818181818,5
M_PL_060_02,Geniostoma borbonicum,actinomorphic,15,12,4.72727272727273,6
M_PL_060_02,Sideroxylon cinereum,actinomorphic,11,10,3.54545454545455,4
M_PL_060_02,Roussea simplex,actinomorphic,10,9,2.90909090909091,2
M_PL_060_02,Psiadia terebinthina,actinomorphic,11,9,3.54545454545455,3
M_PL_060_02,Croton fothergillifolius,actinomorphic,9,7,2.72727272727273,2
M_PL_060_02,Erythroxylum macrocarpum,actinomorphic,6,6,2.09090909090909,2
M_PL_060_02,Claoxylon linostachys,actinomorphic,6,6,2.18181818181818,2
M_PL_060_02,Antirhea borbonica,actinomorphic,1,1,0.0909090909090909,0
M_PL_060_02,Dodonaea viscosa,actinomorphic,2,1,0.545454545454545,1
M_PL_060_02,Molinaea alternifolia,actinomorphic,1,1,0.545454545454545,1
M_PL_060_03,Toddalia asiatica,actinomorphic,19,13,5.25,5
M_PL_060_03,Molinaea alternifolia,actinomorphic,16,16,5.25,5
M_PL_060_03,Aphloia theiformis,actinomorphic,10,10,3.91666666666667,4.5
M_PL_060_03,Psiadia terebinthina,actinomorphic,17,15,5.25,5
M_PL_060_03,Stillingia lineata,actinomorphic,11,6,2.41666666666667,2
M_PL_060_03,Croton fothergillifolius,actinomorphic,17,16,5.41666666666667,4
M_PL_060_03,Roussea simplex,actinomorphic,10,7,2.91666666666667,2.5
M_PL_060_03,Erythroxylum macrocarpum,actinomorphic,14,11,4.25,4
M_PL_060_03,Chassalia coriacea,actinomorphic,6,4,2.16666666666667,2
M_PL_060_03,Bertiera zaluzania,actinomorphic,5,5,1.91666666666667,2
M_PL_060_03,Dodonaea viscosa,actinomorphic,1,1,0.75,1
M_PL_060_03,Antirhea borbonica,actinomorphic,2,2,0.583333333333333,0
M_PL_060_03,Claoxylon linostachys,actinomorphic,2,2,0.583333333333333,0.5
M_PL_060_04,Sideroxylon cinereum,actinomorphic,12,10,1.95,1.5
M_PL_060_04,Molinaea alternifolia,actinomorphic,16,13,2.7,2
M_PL_060_04,Aphloia theiformis,actinomorphic,14,13,3.2,2.5
M_PL_060_04,Croton fothergillifolius,actinomorphic,12,11,3,3
M_PL_060_04,Syzygium venosum,actinomorphic,5,5,1.65,1
M_PL_060_04,Roussea simplex,actinomorphic,4,4,0.8,1
M_PL_060_04,Stillingia lineata,actinomorphic,6,4,1.05,1
M_PL_060_04,Dracaena reflexa,actinomorphic,12,11,2.55,2
M_PL_060_04,Bertiera zaluzania,actinomorphic,5,4,0.95,1
M_PL_060_04,Coffea mauritiana,actinomorphic,4,3,1.2,1
M_PL_060_04,Chassalia coriacea,actinomorphic,6,5,1.35,1
M_PL_060_04,Claoxylon linostachys,actinomorphic,5,5,0.65,0.5
M_PL_060_04,Psiadia terebinthina,actinomorphic,7,7,2.1,2
M_PL_060_04,Antidesma madagascariense,actinomorphic,6,4,1.2,1
M_PL_060_04,Antirhea borbonica,actinomorphic,6,5,1.2,1
M_PL_060_04,Toddalia asiatica,actinomorphic,4,3,1.2,1
M_PL_060_04,Erythroxylum macrocarpum,actinomorphic,3,2,0.95,1
M_PL_060_04,Pandanus wiehii,actinomorphic,2,2,0.2,0
M_PL_060_04,Agauria salicifolia,actinomorphic,2,2,0.75,1
M_PL_060_04,Flagellaria indica,actinomorphic,2,2,1.1,1
M_PL_060_04,Polyscias mauritiana,actinomorphic,1,1,0.55,1
M_PL_060_05,Sideroxylon puberulum,actinomorphic,17,12,2.09375,2
M_PL_060_05,Psiadia terebinthina,actinomorphic,12,9,1.6875,1
M_PL_060_05,Aphloia theiformis,actinomorphic,6,4,1.125,1
M_PL_060_05,Coffea mauritiana,actinomorphic,9,7,1.71875,2
M_PL_060_05,Polyscias mauritiana,actinomorphic,6,4,0.875,1
M_PL_060_05,Dracaena reflexa,actinomorphic,3,3,0.78125,1
M_PL_060_05,Claoxylon linostachys,actinomorphic,3,2,0.1875,0
M_PL_060_05,Bertiera zaluzania,actinomorphic,5,4,1.03125,1
M_PL_060_05,Pittosporum senacia,actinomorphic,5,5,1.25,1
M_PL_060_05,Coffea macrocarpa,actinomorphic,6,5,0.75,0
M_PL_060_05,Antirhea borbonica,actinomorphic,2,2,0.34375,0
M_PL_060_05,Stillingia lineata,actinomorphic,4,4,1.0625,1
M_PL_060_05,Doratoxylon apetalum,actinomorphic,4,4,0.59375,0
M_PL_060_05,Mimusops erythroxylon,actinomorphic,5,2,0.25,0
M_PL_060_05,Phyllanthus phillyreifolius,actinomorphic,4,2,0.3125,0
M_PL_060_05,Antidesma madagascariense,actinomorphic,5,2,0.53125,0.5
M_PL_060_05,Croton fothergillifolius,actinomorphic,5,5,1.40625,1
M_PL_060_05,Grangeria borbonica,actinomorphic,4,4,0.875,1
M_PL_060_05,Erythroxylum macrocarpum,actinomorphic,6,6,0.78125,0.5
M_PL_060_05,Chassalia coriacea,actinomorphic,1,1,0.125,0
M_PL_060_05,Chassalia petrinensis,actinomorphic,4,1,0.3125,0
M_PL_060_05,Erythrospermum monticolum,actinomorphic,4,3,0.375,0
M_PL_060_05,Flagellaria indica,actinomorphic,3,2,0.75,1
M_PL_060_05,Monimiastrum globosum,actinomorphic,5,4,0.59375,0
M_PL_060_05,Roussea simplex,actinomorphic,2,2,0.59375,0.5
M_PL_060_05,Cordemoya integrifolia,actinomorphic,2,2,0.6875,1
M_PL_060_05,Molinaea alternifolia,actinomorphic,3,3,0.5625,0
M_PL_060_05,Euodia chapelieri,actinomorphic,2,2,0.5625,0.5
M_PL_060_05,Faujasiopsis flexuosa,actinomorphic,2,2,0.75,1
M_PL_060_05,Ochna mauritiana,actinomorphic,2,1,0.125,0
M_PL_060_05,Agauria salicifolia,actinomorphic,1,1,0.46875,0
M_PL_060_05,Olea lancea,actinomorphic,1,0,0,0
M_PL_060_05,Pandanus wiehii,actinomorphic,1,1,0.3125,0
M_PL_060_06,Coffea macrocarpa,actinomorphic,7,6,1.28,1
M_PL_060_06,Sideroxylon puberulum,actinomorphic,15,4,0.92,1
M_PL_060_06,Phyllanthus phillyreifolius,actinomorphic,2,1,0.36,0
M_PL_060_06,Badula platiphylla,actinomorphic,4,2,0.28,0
M_PL_060_06,Coffea mauritiana,actinomorphic,6,5,1.12,1
M_PL_060_06,Warneckea trinervis,actinomorphic,5,4,0.84,1
M_PL_060_06,Antirhea borbonica,actinomorphic,1,1,0.28,0
M_PL_060_06,Grangeria borbonica,actinomorphic,6,5,1,1
M_PL_060_06,Helichrysum proteoides,actinomorphic,7,4,0.44,0
M_PL_060_06,Mimusops erythroxylon,actinomorphic,4,3,0.68,1
M_PL_060_06,Aphloia theiformis,actinomorphic,3,3,0.72,1
M_PL_060_06,Agauria salicifolia,actinomorphic,2,2,0.32,0
M_PL_060_06,Psiadia terebinthina,actinomorphic,6,6,0.8,1
M_PL_060_06,Bertiera zaluzania,actinomorphic,3,2,0.64,0
M_PL_060_06,Gaertnera rotundifolia,actinomorphic,5,2,0.44,0
M_PL_060_06,Stillingia lineata,actinomorphic,5,4,0.48,0
M_PL_060_06,Faujasiopsis flexuosa,actinomorphic,3,2,0.32,0
M_PL_060_06,Olea lancea,actinomorphic,2,2,0.48,0
M_PL_060_06,Cordemoya integrifolia,actinomorphic,1,1,0.36,0
M_PL_060_06,Euodia chapelieri,actinomorphic,2,2,0.24,0
M_PL_060_06,Monimiastrum globosum,actinomorphic,1,1,0.2,0
M_PL_060_06,Ochna mauritiana,actinomorphic,2,2,0.12,0
M_PL_060_06,Erythrospermum monticolum,actinomorphic,1,1,0.08,0
M_PL_060_06,Flagellaria indica,actinomorphic,1,0,0,0
M_PL_060_06,Ocotea laevigata,actinomorphic,1,1,0.2,0
M_PL_060_06,Polyscias mauritiana,actinomorphic,1,1,0.2,0
M_PL_060_07,Sideroxylon puberulum,actinomorphic,15,7,1.07142857142857,1
M_PL_060_07,Labourdonnaisia callophylloides,actinomorphic,4,3,1.21428571428571,1
M_PL_060_07,Psiadia terebinthina,actinomorphic,9,7,1.75,2
M_PL_060_07,Bakerella hoyifolia,zygomorphic,3,3,1.35714285714286,1
M_PL_060_07,Stillingia lineata,actinomorphic,6,4,1.14285714285714,1
M_PL_060_07,Warneckea trinervis,actinomorphic,3,3,1.10714285714286,1
M_PL_060_07,Gaertnera sp1 M_PL_066,actinomorphic,5,4,1.42857142857143,1
M_PL_060_07,Eugenia orbiculata,actinomorphic,4,4,1.42857142857143,1.5
