web,plant,symmetry,n.poll,n.shared,mn.n.shared,md.n.shared
M_PL_021,Viola verecunda,zygomorphic,12,9,0.633333333333333,0
M_PL_021,Geranium nepalense,actinomorphic,11,9,1.04444444444444,1
M_PL_021,Ampelopsis brevipedunculata,actinomorphic,10,4,0.2,0
M_PL_021,Anemone flaccida,actinomorphic,10,5,0.333333333333333,0
M_PL_021,Cirsium kagamontanum,actinomorphic,10,7,1.21111111111111,1
M_PL_021,Persicaria pubescens,actinomorphic,10,5,0.111111111111111,0
M_PL_021,Viola kusanoana,zygomorphic,10,10,0.522222222222222,0
M_PL_021,Viola vaginata,zygomorphic,10,6,0.322222222222222,0
M_PL_021,Stenactis annuus,actinomorphic,9,7,0.455555555555556,0
M_PL_021,Aster glehni,actinomorphic,8,7,0.655555555555556,0
M_PL_021,Rubus microphyllus,actinomorphic,8,5,0.377777777777778,0
M_PL_021,Spuriopimpinella nikoensis,actinomorphic,8,7,0.544444444444444,0
M_PL_021,Cacalia delphiniifolia,actinomorphic,7,3,0.633333333333333,0
M_PL_021,Persicaria senticosa,actinomorphic,7,6,0.822222222222222,1
M_PL_021,Hovenia tomentella,actinomorphic,6,4,0.466666666666667,0
M_PL_021,Ligustrum obtusifolium,actinomorphic,6,5,0.866666666666667,1
M_PL_021,Aruncus dioicus,actinomorphic,5,5,0.222222222222222,0
M_PL_021,Lespedeza bicolor,zygomorphic,5,4,0.688888888888889,0.5
M_PL_021,Euonymus sieboldianus,actinomorphic,4,4,0.188888888888889,0
M_PL_021,Kalimeris yomena,actinomorphic,4,4,0.577777777777778,0
M_PL_021,Rubus palmatus,actinomorphic,4,4,0.6,0
M_PL_021,Impatiens textori,zygomorphic,3,3,0.544444444444444,0
M_PL_021,Oxalis griffithii,actinomorphic,3,2,0.277777777777778,0
M_PL_021,Rhus trichocarpa,actinomorphic,3,2,0.155555555555556,0
M_PL_021,Rosa multiflora,actinomorphic,3,3,0.3,0
M_PL_021,Rubus illecebrosus,actinomorphic,3,3,0.711111111111111,1
M_PL_021,Styrax japonica,actinomorphic,3,3,0.366666666666667,0
M_PL_021,Acer rufinerve,actinomorphic,2,1,0.0444444444444444,0
M_PL_021,Adenocaulon himalaicum,actinomorphic,2,2,0.1,0
M_PL_021,Aesculus turbinata,actinomorphic,2,2,0.411111111111111,0
M_PL_021,Agrimonia pilosa,actinomorphic,2,2,0.311111111111111,0
M_PL_021,Angelica polymorpha,actinomorphic,2,2,0.177777777777778,0
M_PL_021,Bistorta tenuicaulis,actinomorphic,2,2,0.277777777777778,0
M_PL_021,Caryopteris divaricata,zygomorphic,2,2,0.533333333333333,0
M_PL_021,Geum japonicum,actinomorphic,2,2,0.444444444444444,0
M_PL_021,Rabdosia longituba,zygomorphic,2,2,0.533333333333333,0
M_PL_021,Rubus parvifolius,actinomorphic,2,2,0.344444444444444,0
M_PL_021,Stachyurus praecox,actinomorphic,2,1,0.222222222222222,0
M_PL_021,Ainsliaea acerifolia,actinomorphic,1,1,0.266666666666667,0
M_PL_021,Alangium platanifolium,actinomorphic,1,1,0.266666666666667,0
M_PL_021,Antenoron filiforme,actinomorphic,1,1,0.0777777777777778,0
M_PL_021,Aucuba japonica,actinomorphic,1,1,0.0222222222222222,0
M_PL_021,Benthamida kousa,actinomorphic,1,1,0.0888888888888889,0
M_PL_021,Carpesium divaricatum,actinomorphic,1,1,0.0111111111111111,0
M_PL_021,Cirsium japonicum,actinomorphic,1,1,0.266666666666667,0
M_PL_021,Clinopodium micranthum,zygomorphic,1,1,0.266666666666667,0
M_PL_021,Commelina communis,zygomorphic,1,1,0.266666666666667,0
M_PL_021,Cryptotaenia japonica,actinomorphic,1,0,0,0
M_PL_021,Desmodium podocarpum,zygomorphic,1,1,0.0222222222222222,0
M_PL_021,Disporum sessile,actinomorphic,1,1,0.266666666666667,0
M_PL_021,Epimedium grandiflorum,actinomorphic,1,1,0.0444444444444444,0
M_PL_021,Impatiens noli-tangere,zygomorphic,1,1,0.266666666666667,0
M_PL_021,Magnolia salicifolia,actinomorphic,1,1,0.0444444444444444,0
M_PL_021,Patrinia villosa,actinomorphic,1,1,0.0444444444444444,0
M_PL_021,Persicaria aestiva,actinomorphic,1,1,0.0333333333333333,0
M_PL_021,Petasites japonicus,actinomorphic,1,1,0.0222222222222222,0
M_PL_021,Plantago asiatica,zygomorphic,1,1,0.266666666666667,0
M_PL_021,Polygonatum macranthum,actinomorphic,1,1,0.266666666666667,0
M_PL_021,Salvia glabrescens,zygomorphic,1,1,0.266666666666667,0
M_PL_021,Siegesbeckia orientalis,actinomorphic,1,1,0.177777777777778,0
M_PL_021,Tricyrtis hirta,actinomorphic,1,1,0.266666666666667,0
M_PL_021,Trifolium repens,zygomorphic,1,1,0.111111111111111,0
M_PL_021,Tripterospermum japonicum,actinomorphic,1,1,0.266666666666667,0
M_PL_021,Viola grypoceras,zygomorphic,1,1,0.244444444444444,0
M_PL_022,Discaria nana,actinomorphic,21,8,0.6,0
M_PL_022,Azorella monanthos,actinomorphic,12,9,0.65,0
M_PL_022,Phacelia secunda,actinomorphic,6,4,0.65,0
M_PL_022,Senecio looseri,actinomorphic,6,5,0.75,0
M_PL_022,Sisyrinchium junceum,actinomorphic,6,4,0.6,0
M_PL_022,Adesmia haemisphaerica,zygomorphic,5,4,0.7,0
M_PL_022,Jaborosa laciniata,actinomorphic,5,4,0.3,0
M_PL_022,Astragalus nivicola,zygomorphic,3,3,0.6,0
M_PL_022,Cerastium arvense,actinomorphic,2,1,0.05,0
M_PL_022,Montiopsis gilliesii,actinomorphic,2,2,0.3,0
M_PL_022,Oxalis erythrorhiza,actinomorphic,2,2,0.2,0
M_PL_022,Perezia pilifera,actinomorphic,2,2,0.3,0
M_PL_022,Senecio tricephalus,actinomorphic,2,2,0.15,0
M_PL_022,Tarasa humilis,actinomorphic,2,2,0.35,0
M_PL_022,Astragalus cruckshanksii,zygomorphic,1,1,0.3,0
M_PL_022,Calandrinia caespitosa,actinomorphic,1,1,0.05,0
M_PL_022,Epilobium nivale,actinomorphic,1,1,0.15,0
M_PL_022,Hypochoeris montana,actinomorphic,1,1,0.05,0
M_PL_022,Leuceria candidissima,actinomorphic,1,1,0.05,0
M_PL_022,Loasa incurva,actinomorphic,1,1,0.1,0
M_PL_022,Menonvillea hookeri,actinomorphic,1,1,0.1,0
M_PL_023,Grindelia chiloensis,actinomorphic,34,21,1.95454545454545,1
M_PL_023,Discaria trinervis,actinomorphic,28,11,1.13636363636364,0
M_PL_023,Baccharis pingraea,actinomorphic,11,6,0.681818181818182,0
M_PL_023,Larrea divaricata,actinomorphic,6,4,0.5,0
M_PL_023,Hysterionica jasionoides,actinomorphic,5,4,0.818181818181818,0.5
M_PL_023,Rosa rubiginosa,actinomorphic,5,4,0.5,0
M_PL_023,Senecio subulatus,actinomorphic,5,4,0.772727272727273,0
M_PL_023,Opuntia corrugata,actinomorphic,4,4,0.363636363636364,0
M_PL_023,Lathyrus sp1 M_PL_023,zygomorphic,3,3,0.272727272727273,0
M_PL_023,Pyrrhocactus strausianum,actinomorphic,3,3,0.272727272727273,0
M_PL_023,Rapistrum rugosum,actinomorphic,3,2,0.590909090909091,0
M_PL_023,Thelesperma megapotamicum,actinomorphic,3,3,0.545454545454545,0
M_PL_023,Arjona patagonica,actinomorphic,2,2,0.136363636363636,0
M_PL_023,Junellia tonini,actinomorphic,2,2,0.136363636363636,0
M_PL_023,Oxalis sp1 M_PL_023,actinomorphic,2,2,0.181818181818182,0
M_PL_023,Senecio filaginoides,actinomorphic,2,1,0.363636363636364,0
M_PL_023,Adesmia retrofracta,zygomorphic,1,1,0.136363636363636,0
M_PL_023,Lecanophora heterophylla,actinomorphic,1,1,0.0909090909090909,0
M_PL_023,Mimulus sp1 M_PL_023,zygomorphic,1,1,0.136363636363636,0
M_PL_023,Mutisia decurrens,actinomorphic,1,1,0.0454545454545455,0
M_PL_023,Oenothera mendocinensis,actinomorphic,1,1,0.0454545454545455,0
M_PL_023,Phacelia secunda,actinomorphic,1,0,0,0
M_PL_023,Polygala stenophylla,zygomorphic,1,1,0.0454545454545455,0
M_PL_024,Potentilla vahliana,actinomorphic,9,7,1.8,1.5
M_PL_024,Dryas integrifolia,actinomorphic,6,5,1.6,2
M_PL_024,Astragalus alpinus,zygomorphic,3,1,0.1,0
M_PL_024,Taraxacum sp1 M_PL_024,actinomorphic,5,3,1.2,1
M_PL_024,Caltha palustris,actinomorphic,5,4,1.3,1
M_PL_024,Cerastium alpinum,actinomorphic,2,2,0.6,0.5
M_PL_024,Arnica alpina,actinomorphic,3,3,1.3,1
M_PL_024,Papaver radicatum,actinomorphic,2,2,0.8,1
M_PL_024,Geum rossii,actinomorphic,1,1,0.6,1
M_PL_024,Oxytropis arctica,zygomorphic,1,0,0,0
M_PL_024,Petasites frigidus,actinomorphic,1,1,0.1,0
M_PL_025,Claytonia virginica,actinomorphic,30,27,7.5,5.5
M_PL_025,Erythronium umbilicatum,actinomorphic,14,14,5.08333333333333,3.5
M_PL_025,Stellaria pubera,actinomorphic,21,17,5.25,3
M_PL_025,Thalictrum thalictroides,actinomorphic,10,10,3.33333333333333,2
M_PL_025,Cardamine angustata angustata,actinomorphic,24,20,6.41666666666667,4.5
M_PL_025,Hepatica americana,actinomorphic,12,12,4.58333333333333,4
M_PL_025,Sangiunaria canadensis,actinomorphic,7,7,2.83333333333333,3
M_PL_025,Tiarella cordifolia collina,actinomorphic,7,7,2.58333333333333,2
M_PL_025,Aesculus sylvatica,actinomorphic,3,3,0.666666666666667,0.5
M_PL_025,Viola papilionacea,zygomorphic,5,3,1.16666666666667,1
M_PL_025,Uvularia sessilifolia,actinomorphic,5,5,1.58333333333333,1.5
M_PL_025,Podophyllum peltatum,actinomorphic,2,2,0.916666666666667,1
M_PL_025,Trillium catesbei,actinomorphic,3,3,1.41666666666667,1.5
M_PL_026,Cordia lutea,actinomorphic,23,14,1.21153846153846,1
M_PL_026,Darwiniothamnus tenuifolius,actinomorphic,11,5,0.961538461538462,1
M_PL_026,Plumbago scandens,actinomorphic,9,6,1.02884615384615,1
M_PL_026,Justicia galapagana,zygomorphic,8,6,1.13461538461538,1
M_PL_026,Tournefortia rufo-sericea,actinomorphic,7,4,0.221153846153846,0
M_PL_026,Cassia sp1 M_PL_026,zygomorphic,5,5,0.25,0
M_PL_026,Gossypium sp1 M_PL_026,actinomorphic,5,5,0.25,0
M_PL_026,Opuntia helleri,actinomorphic,5,3,0.0384615384615385,0
M_PL_026,Scalesia beurii,actinomorphic,5,3,0.0961538461538462,0
M_PL_026,Sida rhombifolia,actinomorphic,4,4,0.990384615384615,1
M_PL_026,Clerodendrum molle var.,actinomorphic,3,3,0.788461538461538,1
M_PL_026,Cordia leucophlyctis,actinomorphic,3,3,0.836538461538462,1
M_PL_026,Diodia radula,actinomorphic,3,3,0.240384615384615,0
M_PL_026,Lycopersicon cheesmanii,actinomorphic,3,3,0.894230769230769,1
M_PL_026,Mormordica charantia,actinomorphic,3,3,0.894230769230769,1
M_PL_026,Vigna luteola,zygomorphic,3,3,0.865384615384615,1
M_PL_026,Acacia insulae-iacobi,actinomorphic,2,2,0.817307692307692,1
M_PL_026,Avicennia germinans,actinomorphic,2,2,0.0192307692307692,0
M_PL_026,Bidens pilosa,actinomorphic,2,2,0.884615384615385,1
M_PL_026,Cassia picta,zygomorphic,2,2,0.884615384615385,1
M_PL_026,Clerodendrum molle,actinomorphic,2,1,0.759615384615385,1
M_PL_026,Commicarpus tuberosus,actinomorphic,2,2,0.836538461538462,1
M_PL_026,Croton scouleri,actinomorphic,2,2,0.0769230769230769,0
M_PL_026,Cryptocarpus pyriformis,actinomorphic,2,2,0.769230769230769,1
M_PL_026,Gossypium barbadense,actinomorphic,2,2,0.884615384615385,1
M_PL_026,Opuntia echios,actinomorphic,2,1,0.759615384615385,1
M_PL_026,Prosopis juliflora,actinomorphic,2,2,0.769230769230769,1
M_PL_026,Solanum americanum,actinomorphic,2,2,0.817307692307692,1
M_PL_026,Tournefortia psilostachya,actinomorphic,2,2,0.0865384615384615,0
M_PL_026,Tribulus cistoides,actinomorphic,2,2,0.836538461538462,1
M_PL_026,Waltheria ovata,actinomorphic,2,2,0.826923076923077,1
M_PL_026,Abelmoschus manihot,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Abutilon depauperatum,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Acacia macracantha,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Ageratum conyzoides,actinomorphic,1,1,0.0576923076923077,0
M_PL_026,Bacopa monniera,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Bastardia viscosa,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Bougainvillea sp1 M_PL_026,actinomorphic,1,1,0.125,0
M_PL_026,Brassica campestris,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Bursera graveolens,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Cacabus miersii,actinomorphic,1,1,0.0288461538461538,0
M_PL_026,Caesalpinia pulcherrima,zygomorphic,1,1,0.759615384615385,1
M_PL_026,Canna sp1 M_PL_026,zygomorphic,1,1,0.759615384615385,1
M_PL_026,Capsicum frutescens,actinomorphic,1,1,0.0576923076923077,0
M_PL_026,Cardiospermum galapageium,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Carica papaya,actinomorphic,1,1,0.0288461538461538,0
M_PL_026,Cassia occidentalis,zygomorphic,1,1,0.759615384615385,1
M_PL_026,Castela galapageia,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Catharanthus roseus,actinomorphic,1,1,0.125,0
M_PL_026,Chicocca alba,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Clerodendrum molle glabr.,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Coffea arabica,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Cordia sp1 M_PL_026,actinomorphic,1,1,0.00961538461538462,0
M_PL_026,Crotalaria incana,zygomorphic,1,1,0.759615384615385,1
M_PL_026,Cucurbita pepo,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Cuphea racemosa,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Encelia hispida,actinomorphic,1,0,0,0
M_PL_026,Euphorbia cyathophora,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Galactea striata,zygomorphic,1,1,0.759615384615385,1
M_PL_026,Galvezia leucantha,zygomorphic,1,1,0.759615384615385,1
M_PL_026,Galvezia leucantha pubescen,zygomorphic,1,1,0.759615384615385,1
M_PL_026,Geoffroea spinosa,zygomorphic,1,1,0.759615384615385,1
M_PL_026,Hibiscus teliaceus,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Inga edulis,zygomorphic,1,1,0.759615384615385,1
M_PL_026,Ipomoea linearifolia,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Ipomoea pes-caprae,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Ipomoea sp1 M_PL_026,actinomorphic,1,1,0.0288461538461538,0
M_PL_026,Jaegeria gracilis,actinomorphic,1,1,0.0576923076923077,0
M_PL_026,Lantana peducularis,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Lycopersicon cheesmanii minor,actinomorphic,1,0,0,0
M_PL_026,Macraea laricifolia,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Malvastrum coromandelianum,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Mentzelia aspera,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Miconia robinsoniana,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Mirabilis jalapa,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Nolana galapagensis,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Opuntia echios gigantea,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Opuntia megasperma,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Opuntia sp1 M_PL_026,actinomorphic,1,1,0.125,0
M_PL_026,Opuntia sp2 M_PL_026,actinomorphic,1,1,0.0288461538461538,0
M_PL_026,Parkinsonia aculeata,zygomorphic,1,1,0.759615384615385,1
M_PL_026,Passiflora foetida,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Persea maericana,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Phyla sp1 M_PL_026,actinomorphic,1,1,0.0769230769230769,0
M_PL_026,Physalis pubescens,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Piscidia carthagenesis,zygomorphic,1,1,0.759615384615385,1
M_PL_026,Polygonum opelousanum,actinomorphic,1,1,0.0576923076923077,0
M_PL_026,Portulaca oleracea,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Psidium guajava,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Psychotria rufipes,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Rhynchosia minima,zygomorphic,1,1,0.759615384615385,1
M_PL_026,Scalesia affinis,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Scalesia helleri,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Scalesia pedunculata,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Scalesia sp1 M_PL_026,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Scaveola plumieri,zygomorphic,1,1,0.759615384615385,1
M_PL_026,Sesuvium portulacastrum,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Setaria geniculta,NA,1,1,0.0576923076923077,0
M_PL_026,Sida acuta,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Sida paniculata,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Sida spinosa,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Sonchus oleraceus,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Stachtarpheta cayanensis,actinomorphic,1,1,0.759615384615385,1
M_PL_026,Tetramerium nervosum,zygomorphic,1,1,0.759615384615385,1
M_PL_026,Vallesia glabra,actinomorphic,1,1,0.759615384615385,1
M_PL_027,Cassinia vauvilliersi,actinomorphic,12,7,1,1
M_PL_027,Pratia angulata,actinomorphic,11,6,0.764705882352941,1
M_PL_027,Gentiana corymbifera,actinomorphic,10,8,1.41176470588235,1
M_PL_027,Wahlenbergia albomarginata,actinomorphic,10,9,1.58823529411765,1
M_PL_027,Celmisia coriacea,actinomorphic,9,8,1.29411764705882,1
M_PL_027,Galium propinquum,actinomorphic,9,6,0.764705882352941,0
M_PL_027,Helichrysum bellidioides,actinomorphic,8,5,1.11764705882353,1
M_PL_027,Celmisia armstrongii,actinomorphic,7,7,0.764705882352941,0
M_PL_027,Chrysanthemum leucanthemum,actinomorphic,7,6,1.29411764705882,1
M_PL_027,Craspedia uniflora,actinomorphic,7,7,1.52941176470588,1
M_PL_027,Hoheria glabrata,actinomorphic,7,3,0.588235294117647,0
M_PL_027,Senecio bellidioides,actinomorphic,6,4,0.823529411764706,0
M_PL_027,Hebe odora,zygomorphic,5,4,0.647058823529412,1
M_PL_027,Senecio bidwilli,actinomorphic,4,3,0.941176470588235,1
M_PL_027,Parahebe lyalii,actinomorphic,3,2,0.647058823529412,1
M_PL_027,Ranunculus lyalii,actinomorphic,2,2,0.411764705882353,0
M_PL_027,Senecio scorzoneroides,actinomorphic,2,0,0,0
M_PL_027,Ourisia macrocarpa,zygomorphic,1,1,0.176470588235294,0
M_PL_028,Leptospermum scoparium,actinomorphic,43,27,2.95,2
M_PL_028,Hebe salicifolia,zygomorphic,31,22,2.2,1
M_PL_028,Discaria toumatou,actinomorphic,25,20,2.825,2
M_PL_028,Olearia virgata,actinomorphic,17,12,0.725,0
M_PL_028,Aciphylla subflavellata,actinomorphic,16,15,1.875,1
M_PL_028,Cassinia fulvida,actinomorphic,16,14,2.35,1
M_PL_028,Cirsium arvense,actinomorphic,16,15,1.95,1
M_PL_028,Corokia cotoneaster,actinomorphic,16,15,2.325,1
M_PL_028,Celmisia spectabilis,actinomorphic,14,11,1.575,1
M_PL_028,Dracuphyllum acerosum,actinomorphic,13,8,0.425,0
M_PL_028,Achillea millefolium,actinomorphic,12,10,1.9,1
M_PL_028,Helichrysum selago,actinomorphic,12,11,1.4,1
M_PL_028,Pratia angulata,actinomorphic,12,11,1.675,1
M_PL_028,Galium propinquum,actinomorphic,10,9,1.325,1
M_PL_028,Raoulia subsericea,actinomorphic,10,9,1.275,1
M_PL_028,Wahlenbergia albomarginata,actinomorphic,10,10,1.3,1
M_PL_028,Pimelea traversii,actinomorphic,9,9,1.4,1
M_PL_028,Celmisia gracilenta,actinomorphic,8,8,0.825,1
M_PL_028,Rosa rubiginosa,actinomorphic,8,8,1.35,1
M_PL_028,Hebe brachysiphon,zygomorphic,7,7,0.975,0.5
M_PL_028,Muehlenbeckia axillaris,actinomorphic,7,6,0.825,1
M_PL_028,Isotoma fluviatilis,actinomorphic,6,6,1.225,1
M_PL_028,Parahebe decora,zygomorphic,6,6,0.85,1
M_PL_028,Pimelea sericeo-villosa,actinomorphic,6,5,0.425,0
M_PL_028,Potentilla anserina,actinomorphic,6,5,0.525,0
M_PL_028,Brachyome sinclairii,actinomorphic,5,3,0.725,0.5
M_PL_028,Epilobium sp1 M_PL_028,actinomorphic,5,5,0.325,0
M_PL_028,Carmichaelia angusta,zygomorphic,4,1,0.125,0
M_PL_028,Raoulia lutescens,actinomorphic,4,3,0.275,0
M_PL_028,Echium vulgare,actinomorphic,3,2,0.15,0
M_PL_028,Parahebe lyalii,actinomorphic,3,3,0.525,0
M_PL_028,Trifolium repens,zygomorphic,3,3,0.3,0
M_PL_028,Trifolium pratense,zygomorphic,2,2,0.375,0
M_PL_028,Verbascum thapsis,zygomorphic,2,2,0.4,0
M_PL_028,Cytisus scoparius,zygomorphic,1,1,0.225,0
M_PL_028,Digitalis purpurea,zygomorphic,1,1,0.05,0
M_PL_028,Linum catharticum,actinomorphic,1,1,0.325,0
M_PL_028,Lupinus polyphyllus,zygomorphic,1,1,0.175,0
M_PL_028,Marrubium vulgare,zygomorphic,1,1,0.075,0
M_PL_028,Muehlenbeckia complexa,actinomorphic,1,1,0.25,0
M_PL_028,Raoulia mammilaris,actinomorphic,1,1,0.375,0
M_PL_029,Leptospermum scoparium,actinomorphic,43,16,2.16666666666667,2
M_PL_029,Hebe subalpina,zygomorphic,22,17,2.54166666666667,3
M_PL_029,Celmisia spectabilis,actinomorphic,14,11,2.47916666666667,2
M_PL_029,Cassinia vauvilliersii,actinomorphic,12,8,1.375,1
M_PL_029,Celmisia discolor,actinomorphic,12,11,1.85416666666667,1.5
M_PL_029,Helichrysum selago,actinomorphic,12,10,1.64583333333333,1
M_PL_029,Pratia angulata,actinomorphic,12,10,1.1875,1
M_PL_029,Celmisia petiolata,actinomorphic,10,9,1.97916666666667,2
M_PL_029,Galium propinquum,actinomorphic,10,10,1.10416666666667,1
M_PL_029,Hebe pinguifolia,zygomorphic,10,9,1.6875,2
M_PL_029,Raoulia subsericea,actinomorphic,10,8,1.1875,1
M_PL_029,Wahlenbergia albomarginata,actinomorphic,10,10,1.91666666666667,2
M_PL_029,Pimelea traversii,actinomorphic,9,9,0.6875,0
M_PL_029,Celmisia gracilenta,actinomorphic,8,6,0.4375,0
M_PL_029,Helichrysum bellidioides,actinomorphic,8,7,1.70833333333333,1
M_PL_029,Chrysanthemum leucanthemum,actinomorphic,7,7,1.33333333333333,1
M_PL_029,Craspedia uniflora,actinomorphic,7,7,1.35416666666667,1
M_PL_029,Dracophyllum pronum,actinomorphic,7,6,0.770833333333333,1
M_PL_029,Euphrasia revoluta,zygomorphic,7,6,1.83333333333333,2
M_PL_029,Muehlenbeckia axillaris,actinomorphic,7,6,0.875,1
M_PL_029,Phyllachne colensoi,actinomorphic,7,6,1.75,1
M_PL_029,Hebe epacridea,zygomorphic,6,5,1.39583333333333,1
M_PL_029,Hieracium praealtum,actinomorphic,6,6,0.8125,1
M_PL_029,Leucogenes grandiceps,actinomorphic,6,6,1.75,1
M_PL_029,Parahebe decora,zygomorphic,6,6,1.22916666666667,1
M_PL_029,Brachycome sinlcairii,actinomorphic,5,3,0.729166666666667,1
M_PL_029,Drapetes dieffenbachii,actinomorphic,5,4,1.58333333333333,1
M_PL_029,Epilobium sp1 M_PL_029,actinomorphic,5,5,0.6875,0
M_PL_029,Geum uniflorum,actinomorphic,5,5,1.70833333333333,1.5
M_PL_029,Hebe odora,zygomorphic,5,3,0.645833333333333,1
M_PL_029,Aciphylla scott-thompsoni,actinomorphic,4,4,1.08333333333333,1
M_PL_029,Anisotome aromatica,actinomorphic,4,4,0.520833333333333,0
M_PL_029,Celmisia laricifolia,actinomorphic,4,4,0.895833333333333,1
M_PL_029,Cotula pyrethrifolia,actinomorphic,4,3,0.895833333333333,1
M_PL_029,Donatia novae-zelandiae,actinomorphic,4,4,0.791666666666667,1
M_PL_029,Hypochaeris radicata,actinomorphic,4,4,0.833333333333333,1
M_PL_029,Raoulia grandiflora,actinomorphic,4,4,1.41666666666667,1
M_PL_029,Viola cunninghamii,zygomorphic,4,4,0.520833333333333,0
M_PL_029,Galium perpusillum,actinomorphic,3,3,0.895833333333333,1
M_PL_029,Hieracium pilosella,actinomorphic,3,2,0.5,0
M_PL_029,Ranunculus enysii,actinomorphic,3,3,1.20833333333333,1
M_PL_029,Celmisia lyalii,actinomorphic,2,2,0.3125,0
M_PL_029,Celmisia sessiliflora,actinomorphic,2,1,0.520833333333333,1
M_PL_029,Euphrasia zelandica,actinomorphic,2,2,0.25,0
M_PL_029,Ourisia caespitosa,zygomorphic,2,2,0.6875,1
M_PL_029,Anisotome flexuosus,actinomorphic,1,1,0.333333333333333,0
M_PL_029,Gentiana montana,actinomorphic,1,1,0.0208333333333333,0
M_PL_029,Pratia macrodon,actinomorphic,1,1,0.0416666666666667,0
M_PL_029,Senecio scorzoneroides,actinomorphic,1,1,0.0208333333333333,0
M_PL_030,Ludwigia nervosa,actinomorphic,16,12,1.07407407407407,1
M_PL_030,Hyptis dilatata,zygomorphic,10,7,0.592592592592593,0
M_PL_030,Besmoscelis villosa,actinomorphic,6,5,0.703703703703704,0
M_PL_030,Cuphea o'donellii,actinomorphic,6,4,0.259259259259259,0
M_PL_030,Hyptis conferta,zygomorphic,5,3,0.37037037037037,0
M_PL_030,Pterolepis glomerata,actinomorphic,5,4,0.407407407407407,0
M_PL_030,Aeschynomene pratensis,zygomorphic,4,2,0.148148148148148,0
M_PL_030,Sauvagesia rubiginosa,actinomorphic,4,4,0.37037037037037,0
M_PL_030,Synqonanthus caulescens,actinomorphic,4,3,0.518518518518518,0
M_PL_030,Tyttnera scabra,NA,4,4,0.333333333333333,0
M_PL_030,Xyris savanensis,actinomorphic,4,4,0.703703703703704,1
M_PL_030,Caperonia pallustris,actinomorphic,3,2,0.222222222222222,0
M_PL_030,Croton hirtus,actinomorphic,3,3,0.259259259259259,0
M_PL_030,Desmodium barbatum,zygomorphic,3,2,0.148148148148148,0
M_PL_030,Ludwigia decurrens,actinomorphic,3,2,0.148148148148148,0
M_PL_030,Melochia villosa,actinomorphic,3,3,0.37037037037037,0
M_PL_030,Mimosa camporum,zygomorphic,3,3,0.444444444444444,0
M_PL_030,Rhynchanthera serrulata,actinomorphic,3,2,0.185185185185185,0
M_PL_030,Saggitaria quyanensis,actinomorphic,3,2,0.259259259259259,0
M_PL_030,Shultesia brachyptera,actinomorphic,3,3,0.333333333333333,0
M_PL_030,Clidemia capitellata,actinomorphic,2,0,0,0
M_PL_030,Diodia multiflora,actinomorphic,2,2,0.37037037037037,0
M_PL_030,Heliconia psittacorum,zygomorphic,2,2,0.0740740740740741,0
M_PL_030,Miconia stephananthera,actinomorphic,2,1,0.111111111111111,0
M_PL_030,Sinningia sp1 M_PL_030,actinomorphic,2,2,0.0740740740740741,0
M_PL_030,Xyris laxifolia,actinomorphic,2,2,0.407407407407407,0
