web,plant,tip_name,symmetry,PC1,PC2,PC3,PC4,n.poll,n.shared,mn.n.shared,md.n.shared
M_PL_015,Scolymus hispanicus,Scolymus_hispanicus,actinomorphic,-33.0825139463418,17.9201659840855,-25.1155851636767,-1.59892878883747,11,8,0.838461538461538,0.5
M_PL_015,Allium neapolitanum,Allium_neapolitanum,actinomorphic,70.4762702631828,34.5907240578451,-0.798572535804078,-8.73400652663058,10,10,1.51538461538462,1
M_PL_015,Anemone pavonina,Anemone_pavonina,actinomorphic,42.0579320092141,11.3464312947011,0.610901728771794,29.0333288252998,10,10,2.07692307692308,2
M_PL_015,Chondrilla ramosissima,Chondrilla_ramosissima,actinomorphic,-33.183567693881,17.9770473610679,-25.2641269369828,-1.61990986628411,10,9,1.77692307692308,1
M_PL_015,Ononis ornithopioides,Ononis_ornithopodioides,zygomorphic,8.37145022015176,-39.4890453016685,-2.4346095031212,-25.4595746044999,10,7,1.35384615384615,1
M_PL_015,Ophrys lutea,Ophrys_lutea,zygomorphic,68.8864486792441,33.1993815066614,-0.709252398180553,-6.96367156987499,10,10,0.930769230769231,0
M_PL_015,Ophrys sphegodes,Ophrys_sphegodes,zygomorphic,68.8877805389861,33.2005389049924,-0.709324667768772,-6.96505891207589,10,10,0.930769230769231,0
M_PL_015,Ophrys tenthredinifera,Ophrys_tenthredinifera,zygomorphic,68.8877805389861,33.2005389049924,-0.709324667768772,-6.96505891207589,10,10,0.930769230769231,0
M_PL_015,Sternbergia lutea,Sternbergia_lutea,actinomorphic,70.3618229914558,34.4909668116039,-0.792268502801322,-8.61129392443715,10,10,1.85384615384615,1
M_PL_015,Tragopogon porrifolius,Tragopogon_porrifolius,actinomorphic,-33.0927016409088,17.9258955893686,-25.1305270395179,-1.60104050072709,10,10,1.13846153846154,1
M_PL_015,Capsella bursa-pastoris,Capsella_bursa-pastoris,actinomorphic,8.90606277625952,-31.7559595222524,-1.13458733400673,18.4973208459735,9,8,1.13076923076923,1
M_PL_015,Globularia alypum,Globularia_alypum,zygomorphic,-29.9181820733489,14.5687688287529,25.0900860525435,-3.57026407918843,9,9,2.09230769230769,2
M_PL_015,Lamium amplexicaule,Lamium_amplexicaule,zygomorphic,-30.914175285526,15.0363824835931,26.4891607000684,-3.94977692465556,9,8,1.23846153846154,1
M_PL_015,Malcolmia chia,Malcolmia_chia,actinomorphic,8.92163880732256,-31.6930829823002,-1.13071649094118,18.4263426731149,9,9,1.43076923076923,1
M_PL_015,Petrorhagia velutina,Petrorhagia_velutina,actinomorphic,1.63757705319229,-4.73964265960077,2.6834455555228,14.8384324077448,9,9,2.06923076923077,2
M_PL_015,Scaligeria cretica,Scaligeria_cretica,actinomorphic,-24.4870943820494,12.4491955507327,-8.36369394759325,0.736218106788772,9,9,0.661538461538462,0
M_PL_015,Tremastelma palestinum,Tremastelma_palaestinum,actinomorphic,NA,NA,NA,NA,9,9,1.93846153846154,1.5
M_PL_015,Bellardia trixago,Bellardia_trixago,zygomorphic,-30.7175390924254,14.9440042050229,26.2125216552218,-3.87473689281932,8,8,0.984615384615385,1
M_PL_015,Ebenus sibthorpii,Ebenus_sibthorpii,zygomorphic,8.40011867650999,-39.312902173242,-2.4157909048927,-25.1811503694709,8,6,0.692307692307692,0
M_PL_015,Malva sylvestris,Malva_sylvestris,actinomorphic,8.81409671189287,-32.1818945370145,-1.1625246755881,19.0586970505311,8,8,1.57692307692308,1
M_PL_015,Ruta graveolens,Ruta_graveolens,actinomorphic,9.60599873982471,-27.9613630663476,-0.87414808984701,12.9393374305554,8,6,0.376923076923077,0
M_PL_015,Anagallis arvensis,Anagallis_arvensis,actinomorphic,-10.5580038387453,3.96779347290427,3.42784984768993,5.68847566759406,7,7,0.615384615384615,0
M_PL_015,Lathyrus cicera,Lathyrus_cicera,zygomorphic,8.36448916005151,-39.5317981725048,-2.43917651097287,-25.5271384750109,7,6,1.4,1
M_PL_015,Pterocephalus papposus,Pterocephalus_papposus,actinomorphic,-22.7863387116206,11.700582581301,-7.31283115488816,0.87275846257758,7,7,1.73076923076923,1.5
M_PL_015,Silene colorata,Silene_colorata,actinomorphic,1.53697525096345,-4.77990094341611,2.70478460980372,14.9840369940604,7,7,1.36153846153846,1
M_PL_015,Thymelaea tartonraira,Thymelaea_tartonraira,actinomorphic,9.18046950388171,-30.6256619160905,-1.06468496584297,17.206845865633,7,7,1.36153846153846,1
M_PL_015,Veronica persica,Veronica_persica,zygomorphic,-30.0405063666802,14.6252007491242,25.2546969003843,-3.61492394036848,7,7,1.46923076923077,1
M_PL_015,Anthyllis hermanniae,Anthyllis_hermanniae,zygomorphic,8.47938967476121,-38.8231363405299,-2.3633727354344,-24.404691348736,6,6,1.12307692307692,1
M_PL_015,Trifolium repens,Trifolium_repens,zygomorphic,8.36896365466957,-39.5042717313036,-2.43623485601922,-25.48361120708,6,6,1.31538461538462,1
