web,connectance,web.asymmetry,links.per.species,nestedness,n.aff,n.hosts,host.sharing,aff.sharing,modularity,z.est,zstar,zstarLO,zstarHI
M_PL_066,0.559139784946237,-0.675675675675676,2.81081081081081,17.0829635719295,6,31,9.06666666666667,2.52043010752688,0.0381379388272762,0.127016289107131,0.0511527184633779,-0.65920839490679,0.761513831833545
M_PL_067,0.380645161290323,-0.722222222222222,1.63888888888889,12.4327358031974,5,31,5.1,1.14408602150538,0.236569941043854,0.195098379467599,0.21170976493925,0.196559573748574,0.226859956129925
M_PL_068,0.297491039426523,-0.55,2.075,21.2592465716572,9,31,2.91666666666667,1.20645161290323,0.226012498140335,0.24416024915235,0.269675952491147,0.250123614504051,0.289228290478243
M_PL_069_01,0.264705882352941,-0.478260869565217,1.17391304347826,34.3548065508852,6,17,0.8,0.573529411764706,0.397119343280792,0.377581520199757,0.403566535808406,0.255915874980164,0.551217196636648
M_PL_069_02,0.388888888888889,-0.384615384615385,1.07692307692308,41.4797247720942,4,9,0.833333333333333,0.611111111111111,0.415816307067871,0.348560128195425,0.398366832709562,0.366500924964328,0.430232740454797
M_PL_069_03,0.5,-0.2,1.2,13.3464264631589,4,6,1.66666666666667,1,0.204861104488373,0.313765470250321,NA,NA,NA
M_PL_070,0.640625,0,2.5625,10.9758779957132,8,8,3.67857142857143,3.42857142857143,0.0318262986838818,0.207448305963973,NA,NA,NA
M_PL_071,0.252840909090909,-0.692307692307692,1.71153846153846,16.9364650660027,8,44,2.21428571428571,1.11416490486258,0.278626441955566,0.290070910799099,0.281448802660607,0.249460604676294,0.31343700064492
M_PL_072_01,0.0719479525449675,0.264150943396226,1.77358490566038,5.06740009362485,67,39,0.353233830845771,0.692307692307692,0.3482486307621,0.593087951784496,0.593383351909465,0.54711812443307,0.639648579385859
M_PL_072_02,0.0822510822510823,0.3125,1.78125,5.74225443352681,63,33,0.447516641065028,0.659090909090909,0.43396258354187,0.575957149024151,0.448035782009499,-0.226335561993318,1.12240712601232
M_PL_072_03,0.0802798134576949,0.35042735042735,2.05982905982906,5.52482463580785,79,38,0.506978253813697,0.854907539118065,0.374218791723251,0.546772703575426,0.574904946047508,0.539153614171479,0.610656277923537
M_PL_072_04,0.111304347826087,0.468085106382979,2.04255319148936,8.65425594782947,69,25,0.6768968456948,1.06666666666667,0.338704437017441,0.542490030021195,0.566534894828627,0.539732311706289,0.593337477950964
M_PL_072_05,0.121158911325724,0.595238095238095,1.64285714285714,8.13100924591483,67,17,0.680687471732248,1.11764705882353,0.35635894536972,0.654201084248689,0.682139168542435,0.651045328338704,0.713233008746166
kaehler_et_al_2005,0.227272727272727,0.157894736842105,1.05263157894737,21.2590165949924,11,8,0.563636363636364,0.535714285714286,0.545000016689301,0.681728623879218,NA,NA,NA
Kaiser-Bunbury-2017_Bernica,0.161556603773585,0.536231884057971,1.98550724637681,24.8287353712235,53,16,0.55732946298984,2.35833333333333,0.327614694833755,0.573466975680969,0.518492611616605,-0.696243687237661,1.73322891047087
Kaiser-Bunbury-2017_Casse-Dent,0.139705882352941,0.522388059701492,1.70149253731343,9.74841837502272,51,16,0.6,1.83333333333333,0.397199153900146,0.655005615232746,0.591215962387486,-0.709916435439689,1.89234836021466
Kaiser-Bunbury-2017_Copolia,0.14622641509434,0.452054794520548,2.12328767123288,18.377009031933,53,20,0.518867924528302,2.12631578947368,0.301914662122726,0.551748270733316,0.529318559246684,0.404984869520994,0.653652248972374
